Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
1141;SOFTWARE_ACADEMICO;003_2024;Publicado;Contratación régimen especial;FSE_SANTA_BARBARA;3052000;Presentación de oferta;IE SANTA BARBARA;22/03/2024 3:37:41 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5888424;-;Prestación de servicios;Regla aplicable;31/12/2024 11:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación de licenciamiento del software académico que incluye la plataforma Máster 2000 y su integración con Google Workspace Microsoft Teams, el sistema de comunicaciones de la Institución Educativa Santa Bárbara.;4000000;43232305 - Software de reportes de bases de datos;
1142;ADQUISICION E INSTALACION DE LAS LICENCIAS BIOSECURITY MODULO DE ASISTENCIA ZKTECO ZKBS-TA-P5, ZKBS-API-S1 Y ZKBS-API-S2;053/2024;Publicado;Contratación régimen especial;ADQUISICIONES;50862726;Presentación de oferta;INDUSTRIA MILITAR;12/03/2024 6:56:27 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5820304;-;Compraventa;Regla aplicable;18/06/2024 2:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Las licencias de software a adquirir, son de características técnicas complejas, lo anterior teniendo en cuenta que existen varias soluciones con características técnicas particulares y no se pueden incluir en un bien uniforme.;0;43232305 - Software de reportes de bases de datos;
1143;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR LA REVISIÓN Y PREAUDITORIA DE LOS SERVICIOS DE SALUD FACTURADOS ANTES DE GENERAR INFORMES, ANÁLISIS, GENERACIÓN, VALIDACIÓN, CARGUE;CPS-012-2024;Publicado;Contratación régimen especial;contratación;7200000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD DE OICATA;1/03/2024 5:13:55 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5767528;-;Prestación de servicios;Regla aplicable;30/06/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR LA REVISIÓN Y PREAUDITORIA DE LOS SERVICIOS DE SALUD FACTURADOS ANTES DE GENERAR INFORMES, ANÁLISIS, GENERACIÓN, VALIDACIÓN, CARGUE Y RETROALIMENTACIÓN DE LOS HALLAZGOS Y FALENCIAS ENCONTRADAS, REVISIÓN Y ANÁLISIS DE LAS METAS DE PROMOCIÓN Y MANTENIMIENTO DE LA SALUD DE NUEVA EPS Y COOSALUD EPS, CONCILIACIÓN DE GLOSAS Y DEVOLUCIONES, ACOMPAÑAMIENTO EN LOS PROCESOS, DE CONTRATACIÓN Y LIQUIDACIÓN DE LOS CONTRATOS DE PRESTACIÓN DE SERVICIOS;14400000;43232305 - Software de reportes de bases de datos;
1144;DERECHO AL USO DEL SISTEMA DE GESTIÓN ESCOLAR;RESO - 003 -2023;Publicado;Contratación régimen especial;CONTRATACIÓN REGIMEN ESPECIAL SIN OFERTA PUBLICIDAD;1900000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA MANUEL BRICEÑO;29/02/2024 11:12:27 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5753665;-;Prestación de servicios;Regla aplicable;9/10/2023 9:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);DERECHO AL USO DEL SISTEMA DE GESTIÓN ESCOLAR;0;43232305 - Software de reportes de bases de datos;
1145;CONTRATAR LOS SERVICIOS PROFESIONALES QUE APOYEN LOS PROCESOS DE PLANEACIÓN FRENTE AL REPORTE DE INFORMACIÓN EN LA PLATAFORMA SUI.;SERVICIOS PROFESIONALES N. 014 DE 2024;Proceso adjudicado y celebrado;Contratación directa.;DESPACHO;11600000;Presentación de oferta;MUNICIPIO DE VITERBO;28/02/2024 9:42:55 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5745266;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión; ;CONTRATAR LOS SERVICIOS PROFESIONALES QUE APOYEN LOS PROCESOS DE PLANEACIÓN FRENTE AL REPORTE DE INFORMACIÓN EN LA PLATAFORMA SUI.;11600000;43232305 - Software de reportes de bases de datos;
1146;SERVICIO USO PORTAL ACADEMICO;4143.071.26.006-2024;Publicado;Contratación régimen especial;Sandra Patricia Alvarez Altamirano;3704117;Presentación de oferta;INSTITUCION EDUCATIVA MONSEÑOR RAMON ARCILA;27/02/2024 2:14:33 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5739468;-;Prestación de servicios;Regla aplicable;8 días de tiempo transcurrido (30/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);LICENCIAMIENTO DE USO Y MANEJO DEL SISTEMA DE INFORMACIÓN DEL PORTAL EDUCATIVO POR PARTE DE LA INSTITUCIÓN EDUCATIVA MONSEÑOR RAMON ARCILA;6000000;43232305 - Software de reportes de bases de datos;
1147;PRESTACIÓN DE SERVICIOS DE IMPLEMENTACIÓN, DESARROLLO, MANTENIMIENTO, CONSOLIDACIÓN, SOPORTE Y ACTUALIZACIÓN DE LOS SOFTWARES TAXATION SMART Y TREASURY PARA EL CONTROL DE LAS RENTAS Y FINANZAS DUR;PS-049-2024;Proceso adjudicado y celebrado;Contratación directa.;DESPACHO ALCALDE;185000000;Presentación de oferta;ALCALDÍA MUNICIPAL DE MAGANGUE;22/02/2024 4:30:27 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5714776;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"PRESTACIÓN DE SERVICIOS DE IMPLEMENTACIÓN, 
DESARROLLO, MANTENIMIENTO, CONSOLIDACIÓN, 
SOPORTE Y ACTUALIZACIÓN DE LOS SOFTWARES 
TAXATION SMART Y TREASURY PARA EL CONTROL 
DE LAS RENTAS Y FINANZAS DURANTE LA VIGENCIA 
2024, EN LA SECRETARÍA DE HACIENDA DEL 
MUNICIPIO DE MAGANGUÉ";0;43232305 - Software de reportes de bases de datos;
1148;Suscripción a la actualización de las bases de datos de navegación FMS para la flota ATR 42-600 y ATR 72-600 que opera SATENA;CTO 002 DE 2024;Publicado;Contratación régimen especial;Área de Contratos;314714015;Presentación de oferta;SERVICIO AEREO A TERRITORIOS NACIONALES S.A.;22/02/2024 11:25:02 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5711828;-;Otro;Regla aplicable;31/10/2024 11:59:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Suscripción a la actualización de las bases de datos de navegación FMS para la flota ATR 42-600 y ATR 72-600 que opera SATENA;300000000;43232305 - Software de reportes de bases de datos;
1149;Efectuar la renovación anual y el brindar el servicio de soporte técnico del software estadístico SAS, de acuerdo con las especificaciones técnicas requeridas por la Entidad (Presentación de oferta);SASI-003-2024 (Presentación de oferta);Proceso adjudicado y celebrado;Selección abreviada subasta inversa;SECRETARIA GENERAL - DANE CENTRAL;352262516;Presentación de oferta;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE);15/02/2024 6:24:52 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5668881;22/02/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Suministros;Bienes y servicios de características técnicas uniformes y común utilización; ;250823 OSIS_2024_ST Efectuar la renovación anual y el brindar el servicio de soporte técnico del software estadístico SAS, de acuerdo con las especificaciones técnicas requeridas por la Entidad.;352262516;43232305 - Software de reportes de bases de datos;
1150;SUSCRIPCION DE LA LOTERIA DEL RISARALDA POR UN AÑO, AL SERVICIO, SISTEMA WEBSERVICE DE INFORMACION DE CUMPLIMIENTO;2024-021;Proceso adjudicado y celebrado;Contratación régimen especial;LOTERÍA DEL RISARALDA;990000;Presentación de oferta;LOTERÍA DEL RISARALDA;15/02/2024 10:15:32 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5662390;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SUSCRIPCION DE LA LOTERIA DEL RISARALDA POR UN AÑO, AL SERVICIO, SISTEMA WEBSERVICE DE INFORMACION DE CUMPLIMIENTO, VALIDACION SIPLAFT-SARLAFT, LISTAS RESTRICTIVAS, CAUTELARES Y SANCIONATORIAS, PARA ACCEDER A LAS BASES DE DATOS OFICIALES DE LOS DIFERENTES ORGANISMOS JUDICIALES Y CENTRALES DE INFROMACION A TRAVES DEL COMPLIANCE SIPLAFT SARLAFT;1034020;43232305 - Software de reportes de bases de datos;
1151;PRESTACION DE SERVICIOS DE ASESORÍA Y SOPORTE TÉCNICO PARA LA MIGRACIÓN DE LA BASE DE DATOS DEL SOFWARE SINAP AL NUEVO SOFWARE A CONTRATAR POR LA ALCALDÍA DEL MUNICIPIO DE MAGANGUÉ BOLÍVAR;PS-017-2024;Proceso adjudicado y celebrado;Contratación directa.;PEDRO MANUEL ALI ALI;67000000;Presentación de oferta;ALCALDÍA MUNICIPAL DE MAGANGUE;13/02/2024 3:23:54 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5648405;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;25 días de tiempo transcurrido (13/04/2024 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);"PRESTACION DE SERVICIOS DE ASESORÍA Y
SOPORTE TÉCNICO PARA LA MIGRACIÓN DE LA
BASE DE DATOS DEL SOFWARE SINAP AL NUEVO
SOFWARE A CONTRATAR POR LA ALCALDÍA DEL
MUNICIPIO DE MAGANGUÉ BOLÍVAR";288000000;43232305 - Software de reportes de bases de datos;
1152;060-2024;060-2024;Proceso adjudicado y celebrado;Contratación directa.;Contratación Directa;52065500;Presentación de oferta;FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES;12/02/2024 12:45:07 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5638773;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;14/02/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar el acceso y la consulta a la plataforma jurídica VLEX GLOBAL y VLEX COLOMBIA PREMIUM.;52065500;43232305 - Software de reportes de bases de datos;
1153;SOFTWARE EDUCATIVO;2023-04;Publicado;Contratación régimen especial;LUIS ORLANDO PANTOJA ZAMBRANO;608400;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA LIBARDO RAMIRO MUÑOZ;10/02/2024 8:56:25 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5634812;-;Prestación de servicios;Regla aplicable;1/12/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);El contratista se compromete para con la Institución Educativa Técnica Agropecuaria Indígena Libardo Ramiro Muñoz a prestar el servicio de arrendamiento de la plataforma educativa Sapred incluido el soporte técnico de la misma, con capacidad para 236 estudiantes para control y evaluación de procesos académicos durante la vigencia 2023.;850000;43232305 - Software de reportes de bases de datos;
1154;ADQUISICION E INSTALACION DE LAS LICENCIAS BIOSECURITY MODULO DE ASISTENCIA ZKTECO ZKBS-TA-P5, ZKBS-API-S1 Y ZKBS-API-S2;018/2024;Proceso en evaluación y observaciones;Contratación régimen especial;ADQUISICIONES;50862726;Presentación de oferta;INDUSTRIA MILITAR;9/02/2024 2:31:27 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5627652;-;Compraventa;Regla aplicable;14 días para terminar (23/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);ADQUISICION E INSTALACION DE LAS LICENCIAS BIOSECURITY MODULO DE ASISTENCIA ZKTECO ZKBS-TA-P5, ZKBS-API-S1 Y ZKBS-API-S2;0;43232305 - Software de reportes de bases de datos;
1155;ADQUISICIÓN DE LICENCIAS DE USO;0468 DE 2024;Publicado;Contratación régimen especial;Area de licitaciones;45500000;Presentación de oferta;UNIVERSIDAD DE LOS LLANOS;4/03/2024 9:52:19 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5773318;-;Compraventa;Regla aplicable;29/02/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"ADQUISICIÓN DE LICENCIAS DE USO (700 USUARIOS) PLATAFORMA A LOS ESTUDIANTES QUE NO HAN REALIZADO EL PROCESO DEL PLAN BULL EN DESARROLLO DEL PROYECTO ""FORTALECIMIENTO DE LAS HABILIDADES COMUNICATIVAS EN UNA SEGUNDA LENGUA PARA LOS ESTUDIANTES DEL PROGRAMA DE BILINGÜISMO BULL DE LA UNIVERSIDAD DE LOS LLANOS"" BPUNI FCHE 02 3110 2023.";0;43232306 - Software de interface y preguntas de usuario de base de datos;
1156;El objeto de la orden de servicio es la adquisición del servicio de parametrización y configuración del Formulario de la encuesta nacional de comercialización y la puesta en operación en el aplicativo;2024-217;Publicado;Contratación régimen especial;JURIDICA FNP;4830000;Presentación de oferta;ASOCIACIÓN COLOMBIANA DE PORCICULTORES;21/02/2024 10:54:32 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5702733;-;Otro;Regla aplicable;21 días para terminar (31/05/2024 12:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);El objeto de la orden de servicio es la adquisición del servicio de parametrización y configuración del Formulario de la encuesta nacional de comercialización y la puesta en operación del mismo en el aplicativo.;0;43232306 - Software de interface y preguntas de usuario de base de datos;
1157;Actualización y Soporte licenciamiento IBM Cognos;92872-014-2024;Publicado;Contratación régimen especial;13-10-00-000-BID-5148-OC-CO-UCP - FONDO DIAN PARA COLOMBIA;198902148,7;Presentación de oferta;DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*;16 horas de tiempo transcurrido (8/05/2024 9:21:50 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6094318;-;Otro;Regla aplicable;9/05/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación de la suscripción del derecho de actualización y del derecho a soporte del licenciamiento IBM COGNOS.;0;43232307 - Software de extracción de datos;
1158;Adquisición del licenciamiento del software STATA con sus respectivos derechos de actualización y soporte para la UAE-DIAN.;CD-00-080-2024;Proceso en evaluación y observaciones;Contratación directa (con ofertas);13-10-00-000-Sub de Procesamiento de Datos;125268325;Presentación de oferta;DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*;2 días de tiempo transcurrido (6/05/2024 3:32:07 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6081957;1 día de tiempo transcurrido (7/05/2024 7:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;No existe pluralidad de oferentes en el mercado; ;Adquisición del licenciamiento del software STATA con sus respectivos derechos de actualización y soporte para la UAE-DIAN.;125268325;43232307 - Software de extracción de datos;
1159;CONTRATAR EL ACCESO A LA PLATAFORMA DE INTELIGENCIA DE AMENAZAS AVANZADAS;184COGFM DIADF 2024;Publicado;Selección abreviada menor cuantía;COMANDO GENERAL;395000000;Presentación de observaciones;COMANDO GENERAL DE LAS FUERZAS MILITARES;13 días de tiempo transcurrido (25/04/2024 7:23:35 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6035393;11 días para terminar (20/05/2024 2:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Menor Cuantía;20/09/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar el acceso a la plataforma de inteligencia de amenazas avanzadas, de acuerdo con las especificaciones técnicas reservadas del ANEXO.;0;43232307 - Software de extracción de datos;
1160;Contratar los servicios de instalación, configuración y puesta en funcionamiento de la plataforma de recaudo e-commerce y el recaudo electrónico a través de la modalidad de pagos seguros en línea PSE;008-2024 COTIZACION PASARELA DE PAGOS;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;Gestión Contractual;0;Presentación de oferta;ARCHIVO GENERAL DE LA NACION;22/03/2024 1:02:55 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5886773;2/04/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;27/10/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar los servicios de instalación, configuración y puesta en funcionamiento de la plataforma de recaudo e-commerce y el recaudo electrónico a través de la modalidad de pagos seguros en línea PSE y tarjetas de crédito.  SGGTI23;0;43232307 - Software de extracción de datos;
1161;DASCD-SMIC-009-2024;DASCD-SMIC-009-2024;Proceso en evaluación y observaciones;Mínima cuantía;SUBDIRECCION JURIDICA;514974;Presentación de oferta;DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL;13 días de tiempo transcurrido (25/04/2024 6:34:18 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6035610;5 días de tiempo transcurrido (3/05/2024 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;15/05/2025 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Adquirir certificados digitales de firma digital, función pública token físico, para el DASCD.;0;43232309 - Software de recuperación o búsqueda de información;
1162;Contratar el servicio de suscripción de un servicio de acceso web online de búsqueda, consulta y verificación de información de listas nacionales e internacionales restrictivas, vinculantes, PEP;MC-APC-009-2024;Proceso cancelado;Mínima cuantía;Gestión contractual;5069940;Presentación de oferta;APC COLOMBIA+;14 días de tiempo transcurrido (24/04/2024 5:48:52 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6029105;6 días de tiempo transcurrido (2/05/2024 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios;Presupuesto inferior al 10% de la menor cuantía;10/06/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar el servicio de suscripción de un servicio de acceso web online de búsqueda, consulta y verificación de información de listas nacionales e internacionales restrictivas, vinculantes, PEP, informativas y otras sobre antecedentes de LA/FT para la Agencia Presidencial De Cooperación Internacional De Colombia - APC COLOBIA.;0;43232309 - Software de recuperación o búsqueda de información;
1163;ANDRES FERNANDO GUTIERREZ CHARRY;PS-028-2024;Publicado;Contratación régimen especial;CONTRATACION;8000000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO MIGUEL BARRETO LOPEZ;16 días de tiempo transcurrido (22/04/2024 3:44:38 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6015257;-;Prestación de servicios;Regla aplicable;7/07/2024 6:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR LOS SERVICIOS DE ASESORÍA PARA EL CARGUE DE INFORMACIÓN DE LA ESE MIGUEL BARRETO LOPEZ DE TELLO HUILA A LAS ENTIDADES DE CONTROL.;20000000;43232309 - Software de recuperación o búsqueda de información;
1164;ACEPTACION DE OFERTA COMERCIAL;AOC-0042-2024;Publicado;Contratación régimen especial;CONTRATACIÓN;48564138;Presentación de oferta;FINANCIERA DE DESARROLLO TERRITORIAL S.A.;28 días de tiempo transcurrido (10/04/2024 2:42:21 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5958890;-;Otro;Regla aplicable;5/04/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATAR EL SERVICIO DE CONSULTA DE INFORMACIÓN EN LÍNEA CON EL FIN DE OBTENER DATOS ESTADÍSTICOS, POTENCIALIDAD DE CLIENTES Y ANÁLISIS SECTORIAL DEL MERCADO COLOMBIANO DE INTERÉS PARA FINDETER QUE SIRVA DE INSUMO PARA LAS ESTRATEGIAS Y TOMA DE DECISIONES, ASÍ COMO OBTENER LA INFORMACIÓN DE LOS CLIENTES PARA SU ACTUALIZACIÓN.;0;43232309 - Software de recuperación o búsqueda de información;
1165;SUSCRIPCIÓN SOFTWARE ANTIPLAGIO PARA LA VICERRECTORÍA DE INVESTIGACIÓN, INNOVACIÓN Y TECNOLOGÍA DE LA DIRECCIÓN DE EDUCACIÓN POLICIAL;PN DIEPO MIC 049 2024;Proceso adjudicado y celebrado;Mínima cuantía;DIRECCIÓN DE EDUCACIÓN POLICIAL;28250000;Presentación de oferta;DIRECCION DE EDUCACION POLICIAL;26/03/2024 11:45:25 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5898088;5/04/2024 3:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;30/06/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SUSCRIPCIÓN SOFTWARE ANTIPLAGIO PARA LA VICERRECTORÍA DE INVESTIGACIÓN, INNOVACIÓN Y TECNOLOGÍA DE LA DIRECCIÓN DE EDUCACIÓN POLICIAL;0;43232309 - Software de recuperación o búsqueda de información;
1166;Plataforma digital de gestión institucional en línea para la administración académica de los educandos;HVC - OPS 002 - 2024;Publicado;Contratación régimen especial;Pagaduria;3900000;Presentación de oferta;INSTITUCION EDUCATIVA DEPARTAMENTAL HERNAN VENEGAS CARRILLO;2 días de tiempo transcurrido (6/05/2024 3:42:03 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6082096;-;Prestación de servicios;Regla aplicable;7/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Plataforma digital de gestión institucional en línea para la administración académica de los educandos para el segundo, tercer y cuarto periodo académico del 2024 y matriculas 2025;3900000;43232311 - Software de manejo de base de datos orientada al objeto;
1167;Servicio de derecho al uso del sistema de notas;02-2024;Publicado;Contratación régimen especial;PAGADURIA;1950000;Presentación de oferta;INSTITUCION EDUCATIVA TECNICA SAN PEDRO DE IGUAQUE;3 días de tiempo transcurrido (5/05/2024 7:16:42 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6077628;-;Prestación de servicios;Regla aplicable;20/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ;1950000;43232311 - Software de manejo de base de datos orientada al objeto;
1168;Compraventa para la renovación de la suscripción por un año, para el periodo 2024-2025, a la colección completa de publicaciones de las bases de datos IEEE IET Electronic Library y los recursos del ed;DJUR 16 DE 2024;Proceso adjudicado y celebrado;Contratación directa (con ofertas);JURÍDICA;392400000;Presentación de oferta;INSTITUTO TECNOLOGICO METROPOLITANO;16 días de tiempo transcurrido (22/04/2024 11:14:28 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6013339;16 días de tiempo transcurrido (22/04/2024 11:30:00 AM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;No existe pluralidad de oferentes en el mercado;14 días para terminar (23/05/2024 11:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa para la renovación de la suscripción por un año, para el periodo 2024-2025, a la colección completa de publicaciones de las bases de datos IEEE IET Electronic Library y los recursos del editor IEEE para el servicio del personal académico, investigativo y administrativo del ITM, de conformidad con las especificaciones técnicas;392400000;43232311 - Software de manejo de base de datos orientada al objeto;
1169;CONTRATAR LA RENOVACIÓN DE LA BASE DE DATOS;ODS 236-2024;Publicado;Contratación régimen especial;GRUPO DE CONTRATACION Y CONVENIOS;107866772;Presentación de oferta;UNIVERSIDAD DE CALDAS.;30 días de tiempo transcurrido (8/04/2024 2:44:21 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5947870;-;Decreto 092 de 2017;Decreto 092 de 2017;28/02/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"CONTRATAR LA RENOVACIÓN DE LA BASE DE DATOS UPTDATE; HERRAMIENTA NECESARIA PARA EL FORTALECIMIENTO DEL SISTEMA DE
BIBLIOTECAS DE LA UNIVERSIDAD DE CALDAS";0;43232311 - Software de manejo de base de datos orientada al objeto;
